
<<<<<<< HEAD
# Waypoint History - Started at 2026-02-13 23:33:58 - Random Seed 1236
=======
# Waypoint History - Started at 2026-02-07 22:18:55 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:20:09 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:21:28 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:22:24 - Random Seed 1235
(-0.84647, 0.189203, None),  cut
(-0.426397, 0.704334, None),  cut
(-0.438024, 0.707667, None),  cut
(-0.449651, 0.711001, None),  cut
(-0.461278, 0.714334, None),  cut
(-0.472904, 0.717668, None),  cut
(-0.484531, 0.721001, None),  cut
(-0.496158, 0.724335, None),  cut
(-0.507785, 0.727668, None),  cut
(-0.519412, 0.731002, None),  cut
(-0.531039, 0.734335, None),  cut
(-0.542666, 0.737669, None),  cut
(-0.554293, 0.741002, None),  cut
(-0.56592, 0.744335, None),  cut
(-0.577547, 0.747669, None),  cut
(-0.589174, 0.751002, None),  cut
(-0.600801, 0.754336, None),  cut
(-0.612428, 0.757669, None),  cut
(-0.624055, 0.761003, None),  cut
(-0.635682, 0.764336, None),  cut
(-0.647309, 0.76767, None),  cut
(-0.658936, 0.771003, None),  cut
(-0.670563, 0.774337, None),  cut
(-0.68219, 0.77767, None),  cut
(-0.693817, 0.781004, None),  cut
(-0.705444, 0.784337, None),  cut
(-0.717071, 0.78767, None),  cut
(-0.728698, 0.791004, None),  cut
(-0.740325, 0.794337, None),  cut
(-0.751952, 0.797671, None),  cut
(-0.763579, 0.801004, None),  cut
(-0.775206, 0.804338, None),  cut
(-0.786833, 0.807671, None),  cut
(-0.79846, 0.811005, None),  cut
(-0.810087, 0.814338, None),  cut
(-0.821714, 0.817672, None),  cut
(-0.833341, 0.821005, None),  cut
(-0.844968, 0.824338, None),  cut
(-0.856595, 0.827672, None),  cut
(-0.868222, 0.831005, 180.00),  cut
(-0.879849, 0.834339, 180.00),  cut
(-0.891476, 0.837672, 180.00),  cut
(-0.9, 0.841006, 180.00),  cut
(-0.9, 0.844339, 180.00),  cut
(-0.9, 0.847673, 180.00),  cut
(-0.9, 0.851006, 180.00),  cut
(-0.9, 0.85434, 180.00),  cut
(-0.9, 0.857673, 180.00),  cut
(-0.9, 0.861007, 90.00),  cut
(-0.9, 0.864248, 90.00),  cut
(-0.9, 0.867273, 90.00),  cut
(-0.9, 0.8703, 90.00),  cut
(-0.9, 0.873326, 90.00),  cut
(-0.9, 0.876353, 90.00),  cut
(-0.9, 0.87938, 90.00),  cut
(-0.9, 0.9, 90.00),  reached

# Waypoint History - Started at 2026-02-07 22:39:42 - Random Seed 1235
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.848091, 0.192948, 75.40),  cut
(-0.854756, 0.204861, 81.19),  cut
(-0.603438, 0.357426, 38.48),  cut
(-0.603438, 0.357426, 38.00),  cut
(-0.603438, 0.357426, 38.00),  cut
(-0.603438, 0.357426, 38.00),  cut
(-0.603438, 0.357426, 38.00),  cut
(-0.603438, 0.357426, 38.00),  cut
(-0.611283, -0.144046, -81.69),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611283, -0.144046, -82.13),  cut
(-0.611219, -0.144103, -82.10),  cut
(-0.340755, -0.028687, 4.23),  cut
(-0.340755, -0.028687, 5.03),  cut
(-0.340755, -0.028687, 5.03),  cut
(-0.340755, -0.028687, 5.03),  cut
(-0.340755, -0.028687, 5.03),  cut
(-0.340187, -0.196128, -61.05),  cut
(-0.340187, -0.196128, -62.21),  cut
(-0.238677, -0.547512, -71.29),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.238677, -0.547512, -71.37),  cut
(-0.102914, -0.619888, -45.85),  cut
(-0.102914, -0.619888, -45.44),  cut
(-0.102914, -0.619888, -45.44),  cut
(-0.102914, -0.619888, -45.44),  cut
(-0.157079, -0.685935, -87.43),  cut
(0.005967, -0.393755, 51.05),  cut
(0.005967, -0.393755, 51.60),  cut
(0.005967, -0.393755, 51.60),  cut
(0.005967, -0.393755, 51.60),  cut
(0.006062, -0.386585, 53.78),  cut
(0.068286, -0.23901, 62.89),  cut
(0.068286, -0.23901, 63.05),  cut
(0.068286, -0.23901, 63.05),  cut
(0.26255, -0.500685, -33.01),  cut
(0.26255, -0.500685, -33.78),  cut
(0.26255, -0.500685, -33.78),  cut
(0.26255, -0.500685, -33.78),  cut
(0.26255, -0.500685, -33.78),  cut
(0.105775, -0.697821, -106.70),  cut
(0.105775, -0.697821, -107.53),  cut
(0.105775, -0.697821, -107.53),  cut
(0.105775, -0.697821, -107.53),  cut
(0.090538, -0.706022, -113.37),  cut
(0.038795, -0.809441, -115.37),  cut
(0.038795, -0.809441, -115.40),  cut
(0.427874, -0.846863, -22.44),  cut
(0.427874, -0.846863, -21.82),  cut
(0.427874, -0.846863, -21.82),  cut
(0.427874, -0.846863, -21.82),  cut
(0.427874, -0.846863, -21.82),  cut
(0.427874, -0.846863, -21.82),  cut
(0.427874, -0.846863, -21.82),  cut
(0.456213, -0.510176, 69.35),  cut
(0.456213, -0.510176, 70.06),  cut
(0.456213, -0.510176, 70.06),  cut
(0.456213, -0.510176, 70.06),  cut
(0.456213, -0.510176, 70.06),  cut
(0.452897, -0.501075, 72.70),  cut
(0.430584, -0.464504, 87.41),  cut
(0.401893, -0.427624, 101.58),  cut
(0.371648, -0.389232, 111.39),  cut
(0.36467, -0.340439, 106.99),  cut
(0.355322, -0.291831, 104.89),  cut
(0.345974, -0.243223, 103.61),  cut
(0.336625, -0.194615, 102.79),  cut
(0.327277, -0.146007, 102.25),  cut
(0.317929, -0.097399, 101.88),  cut
(0.30858, -0.048792, 101.63),  cut
(0.299232, -0.000184, 101.45),  cut
(0.289884, 0.048424, 101.32),  cut
(0.280535, 0.097032, 101.22),  cut
(0.271187, 0.14564, 101.15),  cut
(0.261839, 0.194248, 101.09),  cut
(0.25249, 0.242856, 101.05),  cut
(0.243142, 0.291464, 101.02),  cut
(0.226335, 0.327707, 103.11),  cut
(0.202663, 0.356904, 106.79),  cut
(0.173998, 0.380977, 111.55),  cut
(0.145264, 0.404966, 115.84),  cut
(0.116529, 0.428955, 119.61),  cut
(0.087794, 0.452944, 122.89),  cut
(0.059059, 0.476933, 125.71),  cut
(0.030325, 0.500921, 128.12),  cut
(-0.024513, 0.444797, 152.06),  cut
(-0.024513, 0.444797, 152.56),  cut
(-0.055879, 0.572888, 126.09),  cut
(-0.084614, 0.596877, 128.07),  cut
(-0.113349, 0.620866, 130.18),  cut
(-0.142084, 0.644855, 131.96),  cut
(-0.106873, 0.671071, 117.50),  cut
(-0.106873, 0.671071, 117.16),  cut
(-0.228288, 0.716822, 141.69),  cut
(-0.255775, 0.736568, 142.51),  cut
(-0.27203, 0.718131, 150.93),  cut
(-0.288286, 0.699693, 161.37),  cut
(-0.268365, 0.767197, 125.86),  cut
(0.057883, 0.802785, 20.03),  cut
(0.057883, 0.802785, 19.29),  cut
(0.057883, 0.802785, 19.29),  cut
(0.057883, 0.802785, 19.29),  cut
(0.057883, 0.802785, 19.29),  cut
(0.081488, 0.793493, 11.59),  cut
(0.121097, 0.767332, -4.58),  cut
(0.160521, 0.737013, -17.25),  cut
(0.205594, 0.715777, -20.40),  cut
(0.255694, 0.703386, -18.19),  cut
(0.305794, 0.690962, -16.77),  cut
(0.355893, 0.678538, -15.89),  cut
(0.405993, 0.666114, -15.32),  cut
(0.454358, 0.656227, -14.34),  cut
(0.459105, 0.608002, -29.45),  cut
(0.466154, 0.600117, -31.12),  cut
(0.58167, 0.656446, 0.60),  cut
(0.624191, 0.656505, 0.97),  cut
(0.666712, 0.656564, 0.78),  cut
(0.709233, 0.656623, 0.64),  cut
(0.751754, 0.656682, 0.53),  cut
(0.794275, 0.656741, 0.44),  cut
(0.836796, 0.6568, 0.37),  cut
(0.753725, 0.476954, -61.31),  cut
(0.753725, 0.476954, -62.31),  cut
(0.756007, 0.475988, -61.60),  cut
(0.641461, 0.289339, -105.42),  cut
(0.641461, 0.289339, -106.01),  cut
(0.641461, 0.289339, -106.01),  cut
(0.641461, 0.289339, -106.01),  cut
(0.641735, 0.288111, -105.71),  cut
(0.72761, 0.265002, -55.82),  cut
(0.71966, 0.034837, -82.72),  cut
(0.71966, 0.034837, -83.10),  cut
(0.71966, 0.034837, -83.10),  cut
(0.71966, 0.034837, -83.10),  cut
(0.71966, 0.034837, -83.10),  cut
(0.709816, -0.05935, -89.48),  cut
(0.706076, -0.059338, -91.05),  cut
(0.700346, -0.106398, -92.86),  cut
(0.696803, -0.10649, -94.63),  cut
(0.644284, -0.537961, -96.60),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.644284, -0.537961, -96.62),  cut
(0.738868, -0.596997, -56.50),  cut
(0.738488, -0.605626, -57.94),  cut
(0.9, -0.495982, 0.00),  cut
(0.9, -0.496995, 0.00),  cut
(0.9, -0.498007, 0.00),  cut
(0.9, -0.483741, 0.00),  cut
(0.9, -0.443969, 0.00),  cut
(0.9, -0.400109, 0.00),  cut
(0.9, -0.347516, 0.00),  cut
(0.9, -0.294992, 0.00),  cut
(0.9, -0.242467, 0.00),  cut
(0.9, -0.189943, 0.00),  cut
(0.9, -0.137419, 0.00),  cut
(0.9, -0.084894, 0.00),  cut
(0.9, -0.03237, 0.00),  cut
(0.9, 0.020154, 0.00),  cut
(0.9, 0.072679, 0.00),  cut
(0.896723, 0.125203, 0.00),  cut
(0.888382, 0.177727, 0.00),  cut
(0.88004, 0.230252, 0.00),  cut
(0.871699, 0.282776, 0.00),  cut
(0.863358, 0.3353, 0.00),  cut
(0.855017, 0.387825, 96.74),  cut
(0.846675, 0.440349, 97.18),  cut
(0.838334, 0.492873, 97.52),  cut
(0.829993, 0.545398, 97.78),  cut
(0.821652, 0.597922, 97.99),  cut
(0.81331, 0.650446, 98.16),  cut
(0.804969, 0.70297, 98.29),  cut
(0.796628, 0.755495, 98.40),  cut
(0.788286, 0.808019, 98.49),  cut
(0.650048, 0.816085, 119.08),  cut
(0.646096, 0.813925, 120.04),  cut
(0.642143, 0.811765, 120.89),  cut
(0.638191, 0.809604, 121.87),  cut
(0.634238, 0.807444, 123.02),  cut
(0.630286, 0.805284, 124.42),  cut
(0.626333, 0.803124, 126.19),  cut
(0.670226, 0.891953, 90.00),  cut
(0.651879, 0.877369, 90.00),  cut
(0.34436, 0.750827, -172.49),  cut
(0.344251, 0.74831, -171.32),  cut
(0.344143, 0.745793, -170.77),  cut
(0.344034, 0.743276, -170.11),  cut
(0.343925, 0.740759, -169.30),  cut
(0.339495, 0.739317, -169.05),  cut
(0.121896, 0.9, 90.00),  cut
(0.110254, 0.9, 90.00),  cut
(0.098611, 0.9, 90.00),  cut
(0.086969, 0.9, 90.00),  cut
(0.075327, 0.9, 90.00),  cut
(0.063684, 0.9, 90.00),  cut
(0.052042, 0.9, 90.00),  cut
(0.0404, 0.9, 90.00),  cut
(0.029115, 0.9, 90.00),  cut
(0.019698, 0.9, 90.00),  cut
(-0.087412, 0.9, 90.00),  cut
(-0.26048, 0.9, 90.00),  cut
(-0.417856, 0.9, 90.00),  cut
(-0.559536, 0.9, 90.00),  cut
(-0.691714, 0.9, 90.00),  cut
(-0.823796, 0.9, 90.00),  cut
(-0.9, 0.9, 90.00),  cut
(-0.863571, 0.866188, 90.00),  cut
(-0.797613, 0.808565, -170.29),  cut
(-0.731656, 0.750942, -160.90),  cut
(-0.665699, 0.693319, -148.05),  cut
(-0.630351, 0.651112, -137.50),  cut
(-0.598403, 0.610617, -126.42),  cut
(-0.566365, 0.570009, -114.75),  cut
(-0.534108, 0.529121, -103.35),  cut
(-0.501327, 0.487571, -93.02),  cut
(-0.468446, 0.445894, -84.40),  cut
(-0.435563, 0.404212, -77.54),  cut
(-0.402678, 0.362531, -72.21),  cut
(-0.369794, 0.320849, -68.10),  cut
(-0.33691, 0.279167, -64.93),  cut
(-0.304026, 0.237485, -62.47),  cut
(-0.271142, 0.195804, -60.54),  cut
(-0.238258, 0.154122, -59.03),  cut
(-0.205373, 0.11244, -57.82),  cut
(-0.172489, 0.070759, -56.85),  cut
(-0.139605, 0.029077, -56.06),  cut
(-0.106721, -0.012605, -55.42),  cut
(-0.073837, -0.054287, -54.90),  cut
(-0.040952, -0.095968, -54.46),  cut
(-0.008068, -0.13765, -54.10),  cut
(0.024816, -0.179332, -53.79),  cut
(0.0577, -0.221013, -53.53),  cut
(0.090584, -0.262695, -53.31),  cut
(0.123469, -0.304377, -53.13),  cut
(0.156353, -0.346059, -52.97),  cut
(0.189237, -0.38774, -52.83),  cut
(0.222121, -0.429422, -52.71),  cut
(0.255005, -0.471104, -52.61),  cut
(0.287889, -0.512785, -52.52),  cut
(0.320774, -0.554467, -52.44),  cut
(0.353658, -0.596149, -52.37),  cut
(0.386542, -0.637831, -52.31),  cut
(0.419426, -0.679512, -52.25),  cut
(0.45231, -0.721194, -52.20),  cut
(0.485195, -0.762876, -52.16),  cut
(0.518079, -0.804558, -52.12),  cut
(0.550963, -0.846239, -52.09),  cut
(0.583847, -0.887921, -90.00),  cut
(0.669609, -0.809621, -40.93),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.669609, -0.809621, -40.86),  cut
(0.9, -0.830683, 0.00),  cut
(0.9, -0.811693, 0.00),  cut
(0.9, -0.792701, 0.00),  cut
(0.9, -0.773709, 0.00),  cut
(0.9, -0.754717, 0.00),  cut
(0.895854, -0.741142, 0.00),  cut
(-0.422911, -0.728807, 178.78),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.422911, -0.728807, 178.81),  cut
(-0.493628, -0.690209, 165.47),  reached

# Waypoint History - Started at 2026-02-07 22:40:31 - Random Seed 1235
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.84647, 0.189203, 74.20),  cut
(-0.8495, 0.196676, 76.35),  cut
(-0.856176, 0.210037, 80.55),  cut
(-0.863496, 0.223767, 180.00),  cut
(-0.872825, 0.240114, 180.00),  cut
(-0.862869, 0.259481, 180.00),  cut
(-0.85494, 0.278849, 83.01),  cut
(-0.847011, 0.298216, 81.03),  cut
(-0.839082, 0.317583, 79.39),  cut
(-0.831153, 0.336951, 78.02),  cut
(-0.823224, 0.356318, 76.86),  cut
(-0.815295, 0.375686, 75.88),  cut
(-0.807365, 0.395053, 75.04),  cut
(-0.799436, 0.41442, 74.32),  cut
(-0.791507, 0.433788, 73.69),  cut
(-0.783578, 0.453155, 73.15),  cut
(-0.775649, 0.472522, 72.67),  cut
(-0.76772, 0.49189, 72.26),  cut
(-0.603438, 0.357426, 20.91),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603438, 0.357426, 20.69),  cut
(-0.603348, 0.35753, 20.72),  cut
(-0.599596, 0.361739, 21.91),  cut
(-0.664641, 0.743666, 84.47),  cut
(-0.656712, 0.763033, 83.81),  cut
(-0.648783, 0.782401, 83.06),  cut
(-0.640854, 0.801768, 82.36),  cut
(-0.632925, 0.821135, 81.70),  cut
(-0.624996, 0.840503, 81.08),  cut
(-0.617067, 0.85987, 80.50),  cut
(-0.609137, 0.879238, 90.00),  cut
(-0.601208, 0.898605, 90.00),  cut
(-0.593279, 0.9, 90.00),  cut
(-0.58535, 0.9, 90.00),  cut
(-0.577421, 0.9, 90.00),  cut
(-0.267672, 0.762947, 36.15),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.267672, 0.762947, 36.07),  cut
(-0.395048, 0.81046, 111.12),  cut
(-0.399447, 0.813959, 113.13),  cut
(-0.410765, 0.823505, 116.54),  cut
(-0.424016, 0.833441, 120.24),  cut
(-0.43774, 0.84334, 123.58),  cut
(-0.451848, 0.853159, 126.54),  cut
(-0.46634, 0.862857, 90.00),  cut
(-0.481146, 0.872427, 90.00),  cut
(-0.49597, 0.881989, 90.00),  cut
(-0.510794, 0.891552, 90.00),  cut
(-0.525617, 0.9, 90.00),  cut
(-0.540441, 0.9, 90.00),  cut
(-0.555265, 0.9, 90.00),  cut
(-0.570088, 0.9, 90.00),  cut
(-0.584912, 0.9, 90.00),  cut
(-0.599735, 0.9, 90.00),  cut
(-0.614559, 0.9, 90.00),  cut
(-0.629383, 0.9, 90.00),  cut
(-0.644206, 0.9, 90.00),  cut
(-0.65903, 0.9, 90.00),  cut
(-0.671616, 0.9, 90.00),  cut
(-0.683247, 0.9, 90.00),  cut
(-0.694878, 0.9, 90.00),  cut
(-0.70651, 0.9, 90.00),  cut
(-0.718141, 0.9, 90.00),  cut
(-0.729772, 0.9, 90.00),  cut
(-0.741403, 0.9, 90.00),  cut
(-0.753034, 0.9, 90.00),  cut
(-0.764666, 0.9, 90.00),  cut
(-0.776297, 0.9, 90.00),  cut
(-0.787928, 0.9, 90.00),  cut
(-0.799559, 0.9, 90.00),  cut
(-0.81119, 0.9, 90.00),  cut
(-0.822822, 0.9, 90.00),  cut
(-0.834453, 0.9, 90.00),  cut
(-0.846084, 0.9, 90.00),  cut
(-0.857715, 0.9, 90.00),  cut
(-0.869346, 0.9, 90.00),  cut
(-0.880977, 0.9, 90.00),  cut
(-0.892609, 0.9, 90.00),  cut
(-0.9, 0.9, 90.00),  cut

# Waypoint History - Started at 2026-02-07 22:41:16 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340187, -0.196128, -53.76),  cut
(-0.340187, -0.196128, -54.10),  cut
(-0.342931, -0.197545, -55.20),  cut
(-0.351919, -0.200183, -58.74),  cut
(-0.360829, -0.205365, -63.22),  cut
(-0.37174, -0.216939, -70.02),  cut
(-0.382592, -0.229262, -76.77),  cut
(-0.393422, -0.241658, -83.12),  cut
(-0.404253, -0.254055, -88.95),  cut
(-0.415083, -0.266451, -94.18),  cut
(-0.425914, -0.278847, -98.80),  cut
(-0.436744, -0.291244, -102.84),  cut
(-0.447575, -0.30364, -106.35),  cut
(-0.458405, -0.316037, -109.37),  cut
(-0.469236, -0.328433, -111.98),  cut
(-0.480449, -0.340754, -114.38),  cut
(-0.492413, -0.352908, -116.75),  cut
(-0.504453, -0.365042, -118.82),  cut
(-0.516493, -0.377176, -120.60),  cut
(-0.528533, -0.38931, -122.14),  cut
(-0.540573, -0.401444, -123.48),  cut
(-0.552613, -0.413578, -124.64),  cut
(-0.564653, -0.425712, -125.66),  cut
(-0.576693, -0.437847, -126.54),  cut
(-0.588733, -0.449981, -127.32),  cut
(-0.600773, -0.462115, -128.01),  cut
(-0.612813, -0.474249, -128.62),  cut
(-0.624853, -0.486383, -129.16),  cut
(-0.636892, -0.498517, -129.64),  cut
(-0.648932, -0.510651, -130.07),  cut
(-0.660972, -0.522785, -130.45),  cut
(-0.673012, -0.534919, -130.79),  cut
(-0.685052, -0.547053, -131.10),  cut
(-0.697092, -0.559187, -131.38),  cut
(-0.709132, -0.571321, -131.63),  cut
(-0.721172, -0.583455, -131.86),  cut
(-0.733212, -0.595589, -132.07),  cut
(-0.745252, -0.607723, -132.26),  cut
(-0.757292, -0.619857, -132.43),  cut
(-0.769332, -0.631991, -132.59),  cut
(-0.781372, -0.644125, -132.73),  cut
(-0.493628, -0.690209, -62.76),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493628, -0.690209, -62.51),  cut
(-0.493688, -0.693156, -63.13),  cut
(-0.422911, -0.728807, -48.60),  cut
(-0.422911, -0.728807, -48.51),  cut
(-0.422911, -0.728807, -48.51),  cut
(-0.422911, -0.728807, -48.51),  cut
(-0.422911, -0.728807, -48.51),  cut
(-0.422911, -0.728807, -48.51),  cut
(0.038795, -0.809441, -17.25),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(0.038795, -0.809441, -17.19),  cut
(-0.157079, -0.685935, -3.35),  cut
(-0.157079, -0.685935, -3.29),  cut
(-0.157079, -0.685935, -3.29),  cut
(-0.157079, -0.685935, -3.29),  cut
(-0.157079, -0.685935, -3.29),  cut
(-0.157079, -0.685935, -3.29),  cut
